380	0.691366666666667
390	0.691366666666667
400	0.691366666666667
410	0.754133333333333
420	0.780566666666667
430	0.783
440	0.786333333333333
450	0.786633333333333
460	0.7921
470	0.798066666666667
480	0.797566666666667
490	0.7974
500	0.7936
510	0.7899
520	0.785266666666667
530	0.7831
540	0.781133333333333
550	0.7767
560	0.772766666666667
570	0.771733333333333
580	0.7708
590	0.769966666666667
600	0.77
610	0.770566666666667
620	0.767433333333333
630	0.764533333333333
640	0.763866666666667
650	0.771233333333333
660	0.784833333333333
670	0.796666666666667
680	0.803366666666667
690	0.806533333333333
700	0.806566666666667
710	0.806566666666667
720	0.806566666666667
730	0.806566666666667
740	0.806566666666667
750	0.806566666666667
760	0.806566666666667
770	0.806566666666667
780	0.806566666666667
790	0.806566666666667
